Year,Industry,Average Call Duration (min),Hold Time (sec),Abandonment Rate (%),ASA (sec),ACW (sec),Sentiment Score,CSAT (%),Churn Rate (%),First Call Resolution (FCR %),Average Waiting Time (AWT sec),Average Handle Time (AHT min),Call Transfer Rate (%)
2022,Telecommunications,6.07,5.54,7.2,6.15,74.32,0.54,98.21,7.23,80.26,48.97,8.24,8.36
2023,Transportation,6.78,6.91,9.71,13.11,52.31,0.82,78.64,8.89,75.7,27.07,9.68,2.37
2023,Transportation,5.4,6.92,8.62,13.23,52.18,0.74,75.52,13.6,92.78,33.35,5.13,9.58
2024,Telecommunications,4.47,4.81,6.75,10.01,38.81,0.04,70.71,8.26,75.17,24.4,6.15,8.13
2022,Finance,3.1,4.24,7.1,7.76,37.77,0.9,96.75,7.05,82.73,34.06,6.18,7.11
2024,Finance,5.15,3.95,7.68,11.75,73.12,0.01,93.13,7.78,76.65,47.95,9.36,4.65
2022,Finance,5.72,6.23,5.31,11.36,65.35,0.53,72.8,11.05,70.58,55.33,11.6,6.13
2023,Transportation,4.47,6.6,8.38,6.7,35.51,0.33,86.39,12.1,84.66,33.67,9.6,7.3
2021,Transportation,3.26,6.76,5.39,10.71,85.8,0.86,91.85,11.36,77.2,45.23,11.16,7.37
2024,Transportation,5.33,5.55,7.52,10.56,55.1,0.14,85.61,11.03,76.76,51.37,7.16,5.23
2023,Telecommunications,4.56,5.63,8.32,12.43,57.27,0.45,91.44,12.43,79.69,24.36,9.52,5.76
2022,Telecommunications,4.68,6.34,5.89,11.38,65.56,0.82,83.3,11.39,93.65,22.37,5.51,7.52
2022,Finance,5.53,3.23,6.99,12.53,31.47,0.07,81.31,11.97,91.47,26.76,8.99,3.12
2022,Retail,3.69,4.29,8.96,10.71,34.16,0.32,95.25,13.4,76.02,30.44,9.77,2.48
2021,Telecommunications,5.83,6.22,7.01,13.07,35.94,0.79,92.8,6.83,73.85,52.16,6.61,6.86
2023,Healthcare,6.77,4.29,9.8,12.79,82.73,0.19,73.54,10.04,89.55,59.45,8.53,6.52
2024,Healthcare,6.84,4.61,7.29,11.44,61.86,0.21,86.62,9.85,81.49,30.46,6.7,3.62
2023,Retail,6.07,5.99,7.4,14.37,36.4,0.94,84.04,13.07,89.95,46.32,11.53,8.83
2021,Transportation,6.38,5.14,5.14,8.18,67.54,0.98,98.54,11.65,71.5,24.63,9.15,1.9
2021,Telecommunications,5.08,3.14,8.58,10.18,82.93,0.5,78.37,11.79,94.39,42.36,8.42,5.39
2021,Technology,4.92,5.16,7.38,13.5,87.05,0.02,75.07,14.07,86.84,41.79,7.21,2.42
2022,Technology,6.55,6.42,9.7,11.66,57.67,0.01,76.36,5.77,83.72,48.56,11.73,7.15
2021,Technology,5.21,5.95,5.24,12.87,42.45,0.45,83.55,11.84,88.38,25.26,7.9,2.69
2024,Telecommunications,4.88,4.2,5.03,6.37,69.87,0.77,77.04,6.05,70.12,39.73,7.95,1.04
2024,Transportation,6.97,6.32,5.89,12.87,33.17,0.72,95.59,6.03,89.3,47.45,8.53,1.06
2023,Retail,3.5,4.14,9.3,10.55,63.77,0.19,86.24,6.98,70.81,37.11,6.2,5.82
2023,Healthcare,3.75,5.23,9.78,10.14,38.45,0.51,83.67,8.99,74.63,51.22,6.23,4.94
2024,Transportation,4.82,6.38,7.76,14.44,75.21,0.48,98.22,9.8,76.0,46.7,6.43,5.83
2021,Technology,5.41,4.25,9.71,12.5,71.58,0.78,79.16,5.08,71.46,21.49,11.43,8.69
2021,Telecommunications,6.33,5.91,8.16,11.26,80.57,0.34,81.37,14.43,74.08,54.39,5.69,3.64
2023,Telecommunications,6.35,5.84,6.18,8.84,55.43,0.31,71.97,13.66,93.24,29.25,8.2,6.4
2024,Finance,6.51,4.75,6.63,11.87,56.93,0.31,76.6,5.26,84.85,45.91,11.61,8.87
2021,Healthcare,4.23,3.8,6.39,10.4,73.54,0.53,93.7,7.57,76.85,51.21,7.74,8.72
2021,Retail,5.04,3.2,6.59,5.6,52.02,0.04,89.46,14.88,93.18,31.45,8.15,7.99
2022,Healthcare,4.69,5.29,5.79,5.77,58.68,0.14,83.95,14.79,79.14,43.54,6.45,1.8
2022,Technology,6.9,3.39,6.59,11.55,70.14,0.75,96.7,14.98,87.01,47.3,6.5,4.32
2024,Finance,4.06,6.72,8.78,11.43,35.97,0.82,92.04,10.89,90.42,34.66,9.42,5.49
2024,Finance,3.61,6.52,6.21,11.57,68.44,0.31,87.54,9.87,74.09,56.13,5.93,2.2
2024,Transportation,6.14,3.52,7.57,5.37,49.95,0.85,74.03,10.78,74.02,41.95,11.74,7.62
2021,Retail,6.93,4.81,7.62,6.92,50.77,0.99,75.39,11.44,89.61,29.94,6.12,3.61
2021,Healthcare,3.91,4.44,5.23,14.9,72.58,0.45,93.69,14.01,74.23,39.78,5.18,1.64
2024,Retail,4.32,4.6,5.59,5.54,71.03,0.82,98.58,14.58,87.18,36.29,7.89,2.85
2022,Retail,5.59,5.48,5.93,6.14,80.89,0.11,70.27,14.82,71.52,41.56,7.71,8.39
2023,Transportation,6.72,3.24,6.78,9.22,85.31,0.07,80.54,11.74,92.29,39.45,7.51,8.19
2021,Healthcare,4.45,6.65,7.31,12.31,50.52,0.02,94.47,8.46,78.96,44.95,6.69,6.54
2022,Healthcare,4.93,5.25,7.47,12.69,76.8,0.84,79.35,9.11,85.0,26.55,10.29,8.97
2022,Finance,4.52,5.23,9.91,8.13,71.17,0.23,80.56,7.14,82.42,26.73,5.89,7.42
2024,Transportation,3.69,6.68,9.63,14.17,42.13,0.74,70.54,5.15,88.63,49.74,10.99,3.0
2022,Transportation,6.78,3.93,7.52,14.93,51.42,0.96,80.36,14.17,77.04,42.72,10.68,7.03
2024,Technology,3.41,4.95,7.7,12.88,50.95,0.96,88.19,5.34,83.77,26.39,9.34,4.27
2022,Retail,6.28,3.88,7.33,14.46,51.02,0.59,83.05,9.56,72.12,53.43,8.61,6.83
2021,Telecommunications,5.33,5.23,7.78,14.85,47.92,0.37,70.03,11.28,85.54,39.73,6.8,3.54
2024,Telecommunications,5.66,5.12,5.72,12.18,56.44,0.93,85.51,12.3,94.85,39.93,5.69,4.9
2023,Technology,5.22,5.34,9.48,8.08,34.18,0.2,82.99,10.89,94.97,55.77,7.83,2.48
2022,Technology,4.16,3.73,9.04,6.88,70.35,0.98,98.11,13.34,85.04,31.88,8.13,1.77
2022,Telecommunications,5.54,4.93,5.29,8.57,83.59,0.46,99.89,9.65,91.82,51.06,10.02,8.2
2023,Telecommunications,6.78,6.36,5.78,13.22,41.99,0.33,82.53,5.42,80.13,46.92,8.43,4.02
2021,Transportation,6.61,3.58,9.28,12.53,63.28,0.13,92.49,5.08,94.52,57.4,6.96,8.19
2024,Healthcare,4.18,6.82,8.04,10.8,32.97,0.88,81.02,14.05,77.35,24.08,6.05,5.6
2024,Finance,4.64,6.15,5.84,9.85,48.26,0.67,98.1,14.51,89.9,29.18,8.79,7.74
2024,Transportation,3.81,3.27,5.33,12.74,30.38,0.96,94.0,6.65,91.56,20.54,6.53,9.12
2023,Telecommunications,3.97,6.57,5.81,5.81,76.48,0.71,89.15,12.2,72.33,50.16,10.68,6.24
2021,Telecommunications,4.8,6.88,7.11,5.46,67.29,0.77,99.93,13.32,73.86,40.42,8.48,6.91
2024,Healthcare,5.82,4.87,7.07,7.54,76.87,0.62,84.12,6.02,94.39,31.51,8.96,3.82
2022,Healthcare,3.96,4.78,5.85,13.09,36.74,0.6,77.67,7.68,91.34,45.52,6.5,5.36
2024,Healthcare,6.9,3.99,5.05,14.99,76.41,0.17,75.88,11.16,79.19,25.75,10.78,1.35
2024,Technology,4.11,4.49,9.53,12.5,57.33,0.21,84.84,14.68,94.42,59.1,11.15,7.28
2021,Telecommunications,3.85,6.51,8.3,12.08,30.93,0.37,79.29,14.57,87.97,44.56,5.86,3.29
2021,Transportation,6.12,5.37,8.53,11.7,39.4,0.15,83.49,8.99,70.28,24.86,8.29,3.39
2022,Healthcare,5.87,6.85,5.86,13.27,52.84,0.43,85.81,8.13,75.75,43.11,9.69,2.9
2021,Technology,6.29,5.26,5.07,9.35,81.58,0.02,83.22,10.99,84.42,35.57,11.99,3.84
2024,Transportation,6.55,6.02,5.42,8.55,60.31,0.96,93.68,14.49,75.99,28.14,9.21,5.58
2023,Finance,6.86,6.3,6.94,9.48,68.59,0.94,71.88,13.54,91.03,58.32,6.89,2.06
2023,Retail,6.28,4.66,7.13,7.69,68.27,0.72,78.02,6.94,73.18,35.38,9.98,9.64
2023,Technology,5.39,3.58,6.5,8.57,48.23,0.9,86.77,10.69,73.83,38.02,10.59,9.59
2024,Telecommunications,5.16,5.23,6.22,8.74,47.32,0.09,87.89,11.49,82.73,25.74,10.52,6.96
2022,Transportation,5.57,3.52,9.38,6.04,77.41,0.02,70.19,8.96,79.42,48.53,6.29,9.35
2024,Healthcare,4.02,5.57,5.93,8.9,68.81,0.34,83.98,5.92,71.02,36.49,11.36,7.92
2024,Technology,3.12,3.94,7.19,11.08,80.04,0.83,74.26,13.05,89.54,30.51,8.28,9.89
2024,Technology,3.5,4.14,9.13,6.68,43.58,0.02,81.39,11.37,88.89,27.63,5.84,2.41
2021,Transportation,5.62,5.63,8.95,8.95,85.26,0.22,95.67,13.05,90.84,36.24,8.14,6.84
2023,Telecommunications,6.27,4.74,9.95,14.0,44.14,0.41,92.96,10.74,87.52,44.37,6.55,8.47
2023,Finance,4.61,5.9,8.59,7.29,45.93,0.75,85.32,6.94,78.32,52.29,6.72,5.2
2023,Retail,5.47,5.68,7.68,11.95,62.29,0.86,70.47,5.56,74.24,51.74,5.44,8.35
2024,Transportation,6.57,5.87,6.94,5.04,51.7,0.69,72.34,7.8,86.16,41.61,6.67,7.37
2024,Retail,4.72,4.45,6.17,5.7,47.89,0.38,79.08,6.98,83.5,41.92,6.84,1.58
2024,Transportation,4.64,3.35,6.63,10.06,43.67,0.7,97.88,13.8,78.81,47.5,8.55,4.45
2022,Transportation,3.92,5.39,7.15,14.42,89.17,0.22,73.26,11.56,91.1,39.39,9.83,5.85
2021,Retail,5.91,6.64,9.09,13.62,82.25,0.61,78.34,5.32,90.37,42.5,9.58,7.5
2024,Finance,5.2,3.62,7.81,9.4,62.19,0.12,76.22,14.64,81.38,28.23,10.38,3.29
2021,Transportation,5.38,6.95,5.84,5.07,59.3,0.8,95.05,13.39,71.98,26.57,9.72,8.04
2021,Healthcare,3.49,5.82,7.19,7.64,80.03,0.28,92.13,7.91,81.09,49.83,11.19,6.96
2024,Telecommunications,4.15,3.56,8.53,8.74,66.11,0.97,71.09,13.05,76.98,59.68,7.29,1.09
2023,Technology,4.66,4.27,9.5,11.34,36.22,0.38,84.23,5.18,72.36,25.8,5.55,5.16
2021,Telecommunications,5.08,5.05,9.6,12.62,30.75,0.42,71.39,9.73,91.22,37.11,11.66,2.97
2022,Healthcare,4.82,5.51,7.35,9.9,63.48,0.11,73.93,7.67,75.55,32.62,11.2,1.14
2024,Telecommunications,5.89,4.02,9.48,11.43,76.94,0.99,98.48,5.65,92.47,31.16,11.54,5.25
2022,Technology,4.36,6.67,5.38,13.02,73.4,0.42,91.9,7.4,71.26,26.38,5.8,9.43
2022,Transportation,3.6,6.33,6.67,9.22,51.84,0.71,99.31,11.09,71.15,39.88,6.95,7.16
2022,Retail,4.78,5.45,9.84,9.92,88.19,0.17,88.04,12.23,89.24,35.58,6.65,1.92
2021,Finance,5.65,6.04,5.59,7.62,79.71,0.03,71.8,14.83,83.5,48.48,5.79,2.85
2021,Transportation,4.88,6.7,7.06,6.93,73.05,0.94,75.74,13.78,77.57,35.18,6.29,2.59
2024,Transportation,5.99,3.68,8.97,13.16,68.85,0.57,99.95,8.42,94.91,56.95,5.46,8.97
2021,Transportation,4.59,6.87,8.16,12.49,68.86,0.24,73.97,11.91,77.42,46.75,6.92,2.16
2023,Healthcare,6.47,5.68,6.1,8.32,89.84,0.99,97.28,10.12,90.91,54.6,10.5,4.86
2021,Finance,4.41,5.83,7.85,10.0,39.62,0.64,72.4,7.41,86.28,53.85,7.54,1.43
2021,Transportation,4.29,5.3,5.36,6.41,64.36,0.31,78.14,12.84,74.77,57.22,10.08,6.28
2023,Finance,5.28,5.39,5.3,5.71,48.53,0.98,83.96,5.38,92.87,55.75,11.09,9.59
2024,Technology,3.92,5.42,8.85,5.76,65.07,0.88,91.96,8.03,76.59,41.4,10.21,7.16
2022,Transportation,3.84,4.14,6.61,11.46,62.15,0.28,71.88,6.35,74.38,59.71,8.23,3.93
2023,Retail,5.6,6.34,5.61,14.27,33.35,0.08,73.73,11.99,77.95,49.86,9.31,9.03
2021,Technology,3.7,4.71,5.97,8.06,39.44,0.88,83.7,5.26,79.71,34.63,7.38,3.36
2022,Transportation,3.9,6.45,7.98,14.76,81.24,0.83,99.53,12.59,89.8,32.7,5.33,6.76
2024,Retail,5.88,5.95,9.34,12.89,49.97,0.17,85.65,7.17,85.44,20.15,7.72,6.93
2023,Finance,6.62,5.97,7.56,11.25,56.21,0.6,83.56,13.6,93.25,53.81,8.93,4.46
2021,Technology,6.87,5.23,8.8,9.67,81.09,0.23,90.45,8.25,94.78,26.13,11.95,9.61
2024,Technology,5.13,4.32,6.45,8.1,72.18,0.77,70.81,9.7,82.88,48.78,5.6,4.87
2024,Healthcare,6.59,5.28,8.7,12.45,50.4,0.46,86.64,7.92,71.23,32.25,10.29,2.22
2024,Telecommunications,4.86,3.08,9.67,13.25,78.15,0.26,72.28,5.02,88.24,29.88,10.17,3.67
2022,Healthcare,4.39,5.47,7.23,14.68,35.95,0.4,73.2,7.73,94.07,20.66,9.31,4.33
2023,Transportation,3.86,3.86,5.66,9.78,31.02,0.58,89.1,14.43,94.23,46.24,11.67,9.44
2021,Telecommunications,4.73,4.66,9.66,9.21,69.19,0.2,71.68,7.19,84.53,24.98,10.32,8.58
2024,Telecommunications,5.78,3.82,5.35,9.11,70.46,0.84,80.79,13.97,85.2,29.65,9.03,3.63
2022,Transportation,4.78,5.79,8.55,7.12,58.33,0.23,94.4,13.37,91.03,32.49,10.39,6.77
2022,Healthcare,5.38,4.78,7.3,7.96,86.3,0.93,74.27,13.15,84.38,25.16,6.3,9.49
2024,Healthcare,5.68,3.72,7.33,8.83,82.21,0.03,78.3,6.39,91.17,39.5,10.59,9.42
2021,Finance,4.53,5.73,5.2,12.18,65.82,0.25,71.9,11.21,81.66,58.44,10.88,8.05
2023,Finance,6.78,4.93,7.28,5.4,31.98,0.45,92.15,6.56,84.29,54.39,6.39,1.64
2023,Healthcare,5.75,6.45,9.71,10.19,35.77,0.57,94.55,11.01,92.15,43.77,12.0,2.72
2021,Finance,3.67,5.48,9.62,13.74,81.47,0.42,79.89,8.09,78.88,43.69,11.67,4.93
2024,Telecommunications,3.11,3.86,5.63,12.46,85.97,0.37,94.95,6.76,89.54,35.37,11.31,1.27
2021,Healthcare,6.66,6.61,8.34,12.14,31.02,0.44,97.67,14.36,82.72,30.52,6.36,1.51
2023,Telecommunications,3.76,6.84,8.83,10.32,32.0,0.83,76.91,10.05,79.61,40.37,5.17,1.22
2021,Technology,4.98,4.93,8.65,12.19,51.11,0.92,81.65,5.96,91.02,48.12,7.84,6.23
2023,Technology,5.1,6.92,5.38,7.35,66.78,0.39,71.81,14.41,78.98,38.2,9.51,6.43
2024,Telecommunications,5.53,5.3,8.13,11.65,37.77,0.36,79.49,11.52,90.61,24.11,10.02,9.84
2024,Retail,6.45,4.18,8.86,13.13,79.07,0.86,98.98,8.24,74.72,59.21,8.45,7.26
2023,Finance,4.66,3.4,7.23,13.02,89.0,0.68,87.26,13.87,80.47,25.48,8.27,6.39
2023,Transportation,5.51,3.24,5.04,7.24,83.53,0.82,74.18,14.34,86.25,30.54,11.85,8.34
2024,Transportation,5.83,3.03,6.86,12.16,75.2,0.3,86.16,9.08,71.86,22.93,8.9,3.72
2021,Finance,3.12,6.0,7.36,8.54,46.96,0.16,99.14,7.5,81.32,54.13,10.67,3.99
2021,Telecommunications,5.91,6.21,9.63,8.19,63.58,0.31,94.39,6.27,83.4,31.66,11.62,5.65
2024,Finance,6.23,6.02,8.36,12.96,72.46,0.44,71.93,10.86,82.01,38.54,7.5,6.24
2023,Transportation,4.35,3.85,6.97,12.06,77.45,0.61,88.53,7.56,81.73,26.92,5.72,2.54
2024,Technology,3.39,6.98,9.16,6.03,84.5,0.84,79.21,8.73,75.45,53.44,9.83,6.95
2024,Telecommunications,3.25,5.68,5.33,5.91,52.48,0.09,72.63,10.61,73.91,34.22,11.34,1.68
2024,Retail,4.78,4.33,9.82,11.24,71.11,0.48,92.34,13.18,81.0,22.95,5.68,4.62
2023,Retail,4.09,5.69,7.25,6.08,38.63,0.42,85.58,10.88,93.09,59.9,6.48,6.1
2023,Retail,5.83,3.57,5.23,14.87,63.72,0.6,93.86,13.62,89.13,30.97,8.58,9.79
2024,Healthcare,3.5,5.44,8.34,10.8,37.42,0.63,92.65,7.65,74.6,23.87,6.65,2.72
2024,Transportation,5.51,6.04,9.72,13.13,76.57,0.9,97.55,9.28,92.49,31.73,8.24,3.25
2024,Technology,4.35,4.06,9.48,8.59,79.93,0.91,92.28,8.34,92.36,29.51,6.08,5.55
2024,Telecommunications,4.61,4.82,8.87,10.77,52.85,0.84,79.71,13.18,75.84,50.78,9.44,8.0
2024,Healthcare,4.84,5.31,6.14,5.19,82.9,0.38,84.83,13.89,83.48,34.51,11.33,5.82
2022,Technology,4.59,3.56,5.28,14.81,38.01,0.13,95.94,5.25,89.34,48.91,6.1,2.21
2021,Finance,5.24,5.46,7.44,13.38,80.43,0.02,93.27,8.5,77.67,50.06,7.03,6.86
2022,Technology,6.45,4.43,7.38,11.48,48.06,0.94,74.34,7.58,86.91,29.16,11.36,4.66
2021,Finance,6.44,4.49,8.04,14.97,62.08,0.53,74.0,13.57,87.06,35.7,6.42,7.32
2021,Finance,4.54,4.48,6.03,13.92,78.17,0.93,83.62,12.61,78.22,31.78,7.06,2.9
2024,Transportation,3.87,4.34,9.19,12.47,52.62,0.63,79.08,12.67,73.27,38.93,9.99,4.36
2024,Transportation,3.36,5.51,6.23,10.84,33.76,0.5,96.15,13.08,93.7,46.47,10.8,1.16
2024,Finance,5.96,6.94,8.83,12.46,62.35,0.02,98.27,9.21,75.56,22.07,5.85,1.68
2024,Transportation,6.78,5.25,6.33,9.3,77.07,0.19,71.93,8.61,74.54,24.83,10.78,4.09
2024,Retail,4.77,6.1,7.89,10.34,44.23,0.76,94.37,7.38,73.45,28.01,11.0,2.14
2023,Technology,5.46,5.28,6.32,12.28,86.28,0.63,78.89,12.51,73.82,45.94,11.4,4.42
2023,Transportation,3.37,3.47,5.94,13.96,78.22,0.56,83.71,10.68,84.99,59.71,6.45,9.82
2022,Healthcare,5.98,4.95,8.01,10.51,78.02,0.66,82.41,8.89,93.16,43.61,6.39,5.28
2022,Transportation,6.81,3.73,9.34,9.11,88.94,0.86,81.69,11.96,87.19,59.52,6.8,8.3
2023,Telecommunications,6.06,3.47,9.74,14.18,83.06,0.51,91.96,10.71,89.76,43.6,9.78,6.76
2023,Telecommunications,4.75,5.16,6.33,14.5,72.71,0.8,82.83,8.47,77.32,51.79,5.11,8.8
2021,Telecommunications,5.16,4.24,6.6,11.67,63.05,0.87,80.0,13.26,88.03,32.82,5.28,4.81
2021,Retail,5.57,3.27,8.79,12.82,44.34,0.94,73.85,9.15,92.73,49.5,8.15,5.24
2021,Telecommunications,4.74,3.74,6.71,8.91,30.97,0.91,82.87,9.66,90.45,22.57,11.88,2.08
2021,Technology,5.94,6.2,6.52,5.81,34.94,0.51,98.11,13.1,72.39,44.83,5.98,8.68
2022,Telecommunications,5.52,5.94,8.81,6.16,46.93,0.19,95.7,14.09,87.97,58.56,9.89,7.88
2023,Retail,4.45,6.81,8.41,5.95,43.51,0.37,90.45,9.23,79.61,47.25,5.01,6.63
2022,Telecommunications,3.42,3.7,6.34,9.13,36.96,0.15,96.39,8.99,70.58,55.69,5.76,4.12
2024,Finance,4.33,4.8,5.88,8.41,59.88,0.14,87.91,11.26,83.67,51.69,8.69,4.14
2023,Transportation,3.44,3.0,7.21,14.38,58.52,0.48,79.49,8.06,93.84,45.77,7.31,8.97
2024,Retail,4.9,4.92,5.87,14.34,74.45,0.88,81.33,10.96,89.56,35.65,9.29,5.01
2023,Retail,3.14,5.72,9.05,8.73,73.45,0.45,98.18,5.48,76.41,50.98,11.01,8.65
2022,Retail,3.56,5.23,6.23,5.04,54.85,0.19,76.38,13.3,91.1,56.63,8.95,8.44
2023,Technology,3.54,6.75,8.31,12.36,38.23,0.18,93.34,7.48,70.34,32.64,11.68,3.09
2022,Healthcare,6.03,6.89,5.51,9.18,60.32,0.64,95.81,8.02,83.29,54.1,5.66,4.19
2022,Telecommunications,6.81,4.69,7.45,14.36,67.19,0.25,97.1,5.88,76.47,39.33,9.39,6.97
2021,Healthcare,4.39,6.83,8.5,6.54,56.76,0.37,96.94,13.37,89.43,58.19,7.68,3.16
2021,Retail,3.7,5.97,9.76,11.41,87.12,0.13,70.15,14.35,89.47,20.38,6.61,8.76
2024,Retail,5.22,3.62,7.89,9.9,45.68,0.92,96.23,5.24,83.45,29.48,9.46,8.95
2024,Technology,6.71,3.19,8.38,14.39,47.87,0.18,76.43,7.14,87.88,33.44,11.01,7.84
2022,Healthcare,5.25,5.73,8.01,13.68,65.03,0.34,73.33,12.08,86.3,33.35,5.53,9.88
2023,Technology,4.72,4.64,9.49,6.44,86.79,0.75,88.32,9.22,73.1,41.8,9.46,2.79
2022,Retail,6.75,4.15,7.71,7.81,37.76,0.48,90.54,5.33,82.94,26.45,8.14,1.65
2021,Finance,6.29,3.43,5.68,8.66,82.14,0.58,94.67,13.64,85.64,40.33,11.72,6.44
2022,Healthcare,3.94,3.91,9.34,7.8,37.34,0.63,81.7,7.7,88.99,23.2,9.0,6.69
2021,Finance,4.92,5.71,9.25,7.77,77.82,0.66,90.89,5.6,89.96,22.87,8.37,8.02
2024,Telecommunications,6.24,5.55,6.47,12.02,67.43,0.1,77.13,5.21,84.1,45.37,5.4,9.59
2023,Healthcare,3.75,4.83,7.98,6.78,52.87,0.12,94.52,11.84,87.0,34.96,8.43,7.0
2024,Telecommunications,4.91,3.4,7.08,10.83,34.62,0.25,92.9,11.31,88.3,29.74,9.47,1.85
2021,Retail,3.31,5.83,6.78,14.81,45.82,0.16,83.87,10.22,90.12,59.15,7.03,2.12
2024,Telecommunications,6.88,6.13,8.98,5.07,65.6,0.62,99.46,7.16,82.25,41.61,10.9,3.49
2021,Technology,3.77,6.38,9.86,5.7,76.79,0.78,93.69,12.67,74.99,22.05,11.86,2.39
2024,Telecommunications,6.67,3.34,9.11,13.29,47.46,0.42,91.65,5.73,92.35,40.31,7.04,9.69
2024,Telecommunications,5.57,3.61,6.57,7.29,65.93,0.55,84.29,13.38,90.39,28.59,6.85,7.29
2021,Telecommunications,5.92,6.34,5.62,5.5,78.46,0.66,87.26,5.16,94.79,23.91,10.55,5.29
2023,Healthcare,3.11,5.92,9.8,7.67,46.84,0.41,94.74,8.37,84.58,42.71,10.96,4.01
2024,Transportation,4.7,5.94,5.28,10.84,58.31,0.54,71.7,5.0,90.61,50.31,10.39,1.1
2023,Telecommunications,6.77,6.49,5.39,14.82,68.49,0.96,89.43,6.41,71.74,47.04,5.05,3.95
2024,Retail,3.46,6.78,8.43,13.37,45.87,0.63,81.94,8.08,87.59,51.69,6.5,6.52
2023,Healthcare,4.01,3.37,8.2,5.54,58.61,0.48,86.78,14.65,71.23,50.02,10.26,8.19
2024,Finance,3.54,3.68,5.47,10.1,89.55,0.35,74.67,11.16,94.41,48.97,9.2,9.53
2021,Technology,3.1,4.01,7.18,14.35,78.68,0.36,81.89,5.53,72.93,39.13,9.52,8.76
2023,Telecommunications,6.55,6.96,7.55,8.34,81.76,0.93,85.07,9.09,78.36,54.85,11.66,6.2
2024,Technology,5.61,5.78,5.87,9.73,53.06,0.83,73.42,12.48,88.6,22.31,10.66,2.62
2021,Healthcare,5.58,3.33,6.34,8.91,61.31,0.6,78.16,7.18,77.24,41.09,7.0,8.78
2024,Finance,4.69,4.38,5.59,10.62,79.71,0.74,70.79,5.88,78.31,41.78,9.47,9.62
2023,Finance,6.3,5.98,7.08,10.44,78.31,0.38,78.27,7.56,89.7,39.82,8.91,9.56
2023,Healthcare,6.04,3.75,7.48,7.02,34.37,0.38,99.75,13.4,80.49,49.57,7.64,8.64
2023,Retail,4.57,4.5,6.49,12.21,50.18,0.84,98.75,6.12,82.76,45.45,10.73,2.36
2022,Telecommunications,3.53,5.12,6.05,13.3,81.62,0.06,71.88,9.53,93.2,40.1,5.71,2.6
2022,Healthcare,5.19,5.15,6.35,7.89,87.54,0.06,91.17,9.74,92.1,20.5,8.99,5.04
2021,Transportation,4.99,4.37,5.24,7.12,81.16,0.93,97.08,13.21,89.21,34.05,11.26,4.77
2023,Finance,5.56,4.56,9.83,13.27,65.91,0.44,90.86,6.62,89.01,53.59,9.17,7.47
2023,Retail,6.57,6.44,8.15,5.04,61.52,0.13,70.59,6.54,80.44,55.81,7.26,3.22
2022,Finance,4.16,5.63,8.88,12.75,35.98,0.76,94.5,11.51,86.8,45.29,10.79,3.39
2024,Telecommunications,6.79,5.57,9.05,8.56,42.44,0.59,88.49,10.02,70.02,23.45,5.25,6.47
2021,Technology,6.67,6.89,9.96,7.9,89.05,0.05,83.71,14.65,87.82,26.65,8.56,7.56
2024,Finance,6.46,3.95,6.7,5.73,76.22,0.1,87.79,12.92,85.32,45.72,11.8,2.69
2021,Retail,5.54,3.21,8.5,5.01,43.76,0.55,85.86,14.45,82.23,55.8,10.19,6.91
2021,Finance,4.87,3.85,9.65,13.72,57.48,0.75,82.47,8.27,85.0,50.92,8.14,6.72
2024,Technology,6.94,6.62,9.54,6.65,63.69,0.6,80.17,6.0,85.41,34.45,9.44,3.5
2021,Finance,4.06,4.67,6.15,10.92,49.5,0.27,79.89,5.95,87.82,36.44,6.06,6.09
2023,Technology,5.11,7.0,9.3,14.59,57.49,0.75,76.8,14.2,83.59,30.94,8.6,5.98
2024,Telecommunications,6.21,6.4,6.03,7.24,83.12,0.5,80.24,9.9,88.66,44.25,7.73,7.58
2023,Telecommunications,5.75,5.1,7.64,7.88,72.06,0.58,90.72,12.89,73.15,46.09,10.96,9.88
2022,Transportation,3.1,6.87,8.12,12.45,30.22,0.99,87.9,7.94,87.15,42.7,9.94,6.99
2023,Transportation,5.64,4.53,9.17,7.81,72.53,0.5,95.44,13.56,81.24,58.75,10.55,6.01
2021,Healthcare,6.59,3.97,6.69,5.25,49.18,0.32,99.8,8.83,90.62,55.52,6.21,6.73
2021,Technology,5.28,3.94,6.43,9.6,52.04,0.78,84.45,6.05,90.87,49.12,7.71,9.92
2021,Retail,3.83,3.27,7.48,9.76,62.52,0.89,81.79,12.72,83.44,28.5,8.41,4.35
2024,Telecommunications,5.15,6.77,9.12,13.78,39.64,0.33,97.16,9.22,85.95,51.74,11.05,9.57
2023,Technology,4.46,5.94,9.34,7.33,88.1,0.27,78.42,9.84,72.4,53.19,6.39,6.46
2022,Finance,4.57,3.1,6.16,10.12,46.87,0.59,75.67,13.98,93.27,55.1,5.87,4.57
2024,Transportation,4.98,4.93,5.58,8.45,78.53,0.54,96.22,13.42,79.52,45.84,11.15,4.98
2021,Technology,3.31,3.52,8.28,12.07,49.06,0.2,76.82,9.37,73.05,27.67,11.56,5.1
2023,Retail,5.77,5.78,6.5,8.05,77.17,0.37,81.09,6.9,80.84,52.41,11.71,5.66
2024,Healthcare,4.14,3.76,6.81,7.76,78.33,0.42,84.15,14.88,85.15,44.14,10.57,9.46
2024,Technology,4.31,6.23,6.66,13.99,72.67,0.75,88.49,10.09,74.39,41.41,9.5,3.17
